Station,year,Recording,PeopleCount
Hendon Central,2011,Exit Sunday,4286
Hendon Central,2011,Annual Entry + Exit,7014001
High Barnet,2011,Entry Weekday,5279
High Barnet,2011,Entry Saturday,3611
High Barnet,2011,Entry Sunday,1855
High Barnet,2011,Exit Weekday,4930
High Barnet,2011,Exit Saturday,3099
High Barnet,2011,Exit Sunday,1699
High Barnet,2011,Annual Entry + Exit,3141483
High Street Kensington,2011,Entry Weekday,18689
High Street Kensington,2011,Entry Saturday,12336
High Street Kensington,2011,Entry Sunday,9326
High Street Kensington,2011,Exit Weekday,19255
High Street Kensington,2011,Exit Saturday,12941
High Street Kensington,2011,Exit Sunday,8976
High Street Kensington,2011,Annual Entry + Exit,11994054
Highbury & Islington,2011,Entry Weekday,25120
Highbury & Islington,2011,Entry Saturday,21451
Highbury & Islington,2011,Entry Sunday,11357
Highbury & Islington,2011,Exit Weekday,24801
Highbury & Islington,2011,Exit Saturday,22198
Highbury & Islington,2011,Exit Sunday,11668
Highbury & Islington,2011,Annual Entry + Exit,16258236
Highgate,2011,Entry Weekday,8248
Highgate,2011,Entry Saturday,5524
Highgate,2011,Entry Sunday,3450
Highgate,2011,Exit Weekday,7729
Highgate,2011,Exit Saturday,4773
Highgate,2011,Exit Sunday,3373
Highgate,2011,Annual Entry + Exit,4980182
Hillingdon,2011,Entry Weekday,2418
Hillingdon,2011,Entry Saturday,1376
Hillingdon,2011,Entry Sunday,827
Hillingdon,2011,Exit Weekday,2188
Hillingdon,2011,Exit Saturday,1270
Hillingdon,2011,Exit Sunday,819
Hillingdon,2011,Annual Entry + Exit,1400024
Holborn,2011,Entry Weekday,51012
Holborn,2011,Entry Saturday,28625
Holborn,2011,Entry Sunday,16956
Holborn,2011,Exit Weekday,55164
Holborn,2011,Exit Saturday,31070
Holborn,2011,Exit Sunday,17194
Holborn,2011,Annual Entry + Exit,31981518
Holland Park,2011,Entry Weekday,5565
Holland Park,2011,Entry Saturday,3608
Holland Park,2011,Entry Sunday,2517
Holland Park,2011,Exit Weekday,5164
Holland Park,2011,Exit Saturday,3403
Holland Park,2011,Exit Sunday,2404
Holland Park,2011,Annual Entry + Exit,3369348
Holloway Road,2011,Entry Weekday,12946
Holloway Road,2011,Entry Saturday,9617
Holloway Road,2011,Entry Sunday,4869
Holloway Road,2011,Exit Weekday,12646
Holloway Road,2011,Exit Saturday,9792
Holloway Road,2011,Exit Sunday,4723
Holloway Road,2011,Annual Entry + Exit,8049972
Hornchurch,2011,Entry Weekday,3320
Hornchurch,2011,Entry Saturday,1715
Hornchurch,2011,Entry Sunday,844
Hornchurch,2011,Exit Weekday,3366
Hornchurch,2011,Exit Saturday,1822
Hornchurch,2011,Exit Sunday,879
Hornchurch,2011,Annual Entry + Exit,1977139
Hounslow Central,2011,Entry Weekday,6251
Hounslow Central,2011,Entry Saturday,4184
Hounslow Central,2011,Entry Sunday,3302
Hounslow Central,2011,Exit Weekday,5960
Hounslow Central,2011,Exit Saturday,4094
Hounslow Central,2011,Exit Sunday,3213
Hounslow Central,2011,Annual Entry + Exit,3904224
Hounslow East,2011,Entry Weekday,6437
Hounslow East,2011,Entry Saturday,5042
Hounslow East,2011,Entry Sunday,3818
Hounslow East,2011,Exit Weekday,6681
Hounslow East,2011,Exit Saturday,4740
Hounslow East,2011,Exit Sunday,3667
Hounslow East,2011,Annual Entry + Exit,4269133
Hounslow West,2011,Entry Weekday,5015
Hounslow West,2011,Entry Saturday,3848
Hounslow West,2011,Entry Sunday,3111
Hounslow West,2011,Exit Weekday,4601
Hounslow West,2011,Exit Saturday,3626
Hounslow West,2011,Exit Sunday,2960
Hounslow West,2011,Annual Entry + Exit,3179685
Hyde Park Corner,2011,Entry Weekday,8184
Hyde Park Corner,2011,Entry Saturday,8405
Hyde Park Corner,2011,Entry Sunday,7099
Hyde Park Corner,2011,Exit Weekday,8887
Hyde Park Corner,2011,Exit Saturday,8891
Hyde Park Corner,2011,Exit Sunday,7325
Hyde Park Corner,2011,Annual Entry + Exit,6069371
Ickenham,2011,Entry Weekday,1672
Ickenham,2011,Entry Saturday,849
Ickenham,2011,Entry Sunday,442
Ickenham,2011,Exit Weekday,1653
Ickenham,2011,Exit Saturday,838
Ickenham,2011,Exit Sunday,464
Ickenham,2011,Annual Entry + Exit,982403
Kennington,2011,Entry Weekday,7120
Kennington,2011,Entry Saturday,6023
Kennington,2011,Entry Sunday,3877
Kennington,2011,Exit Weekday,6579
Kennington,2011,Exit Saturday,5468
Kennington,2011,Exit Sunday,3786
Kennington,2011,Annual Entry + Exit,4515496
Kensal Green,2011,Entry Weekday,3924
Kensal Green,2011,Entry Saturday,2899
Kensal Green,2011,Entry Sunday,1973
Kensal Green,2011,Exit Weekday,3292
Kensal Green,2011,Exit Saturday,2361
Kensal Green,2011,Exit Sunday,1756
Kensal Green,2011,Annual Entry + Exit,2319179
Kensington (Olympia),2011,Entry Weekday,1433
Kensington (Olympia),2011,Entry Saturday,6099
Kensington (Olympia),2011,Entry Sunday,3535
Kensington (Olympia),2011,Exit Weekday,1403
Kensington (Olympia),2011,Exit Saturday,5527
Kensington (Olympia),2011,Exit Sunday,3512
Kensington (Olympia),2011,Annual Entry + Exit,1737833
Kentish Town,2011,Entry Weekday,12078
Kentish Town,2011,Entry Saturday,7821
Kentish Town,2011,Entry Sunday,4389
Kentish Town,2011,Exit Weekday,11532
Kentish Town,2011,Exit Saturday,6696
Kentish Town,2011,Exit Sunday,3855
Kentish Town,2011,Annual Entry + Exit,7214610
Kenton,2011,Entry Weekday,3192
Kenton,2011,Entry Saturday,2179
Kenton,2011,Entry Sunday,1307
Kenton,2011,Exit Weekday,3011
Kenton,2011,Exit Saturday,2013
Kenton,2011,Exit Sunday,1316
Kenton,2011,Annual Entry + Exit,1942100
Kew Gardens,2011,Entry Weekday,5015
Kew Gardens,2011,Entry Saturday,4172
Kew Gardens,2011,Entry Sunday,2556
Kew Gardens,2011,Exit Weekday,4616
Kew Gardens,2011,Exit Saturday,3393
Kew Gardens,2011,Exit Sunday,2551
Kew Gardens,2011,Annual Entry + Exit,3131336
Kilburn,2011,Entry Weekday,11954
Kilburn,2011,Entry Saturday,8841
Kilburn,2011,Entry Sunday,6180
Kilburn,2011,Exit Weekday,11472
Kilburn,2011,Exit Saturday,7979
Kilburn,2011,Exit Sunday,6024
Kilburn,2011,Annual Entry + Exit,7521454
Kilburn Park,2011,Entry Weekday,5331
Kilburn Park,2011,Entry Saturday,4526
Kilburn Park,2011,Entry Sunday,3111
Kilburn Park,2011,Exit Weekday,5130
Kilburn Park,2011,Exit Saturday,4163
Kilburn Park,2011,Exit Sunday,2945
Kilburn Park,2011,Annual Entry + Exit,3455765
King's Cross St. Pancras,2011,Entry Weekday,116766
King's Cross St. Pancras,2011,Entry Saturday,94473
King's Cross St. Pancras,2011,Entry Sunday,74618
King's Cross St. Pancras,2011,Exit Weekday,116203
King's Cross St. Pancras,2011,Exit Saturday,90893
King's Cross St. Pancras,2011,Exit Sunday,69961
King's Cross St. Pancras,2011,Annual Entry + Exit,77110350
Kingsbury,2011,Entry Weekday,5822
Kingsbury,2011,Entry Saturday,3186
Kingsbury,2011,Entry Sunday,2281
Kingsbury,2011,Exit Weekday,5506
Kingsbury,2011,Exit Saturday,2897
Kingsbury,2011,Exit Sunday,2122
Kingsbury,2011,Annual Entry + Exit,3442077
Knightsbridge,2011,Entry Weekday,29626
Knightsbridge,2011,Entry Saturday,33458
Knightsbridge,2011,Entry Sunday,22591
Knightsbridge,2011,Exit Weekday,29001
Knightsbridge,2011,Exit Saturday,31720
Knightsbridge,2011,Exit Sunday,19398
Knightsbridge,2011,Annual Entry + Exit,20699238
Ladbroke Grove,2011,Entry Weekday,8405
Ladbroke Grove,2011,Entry Saturday,7607
Ladbroke Grove,2011,Entry Sunday,3608
Ladbroke Grove,2011,Exit Weekday,7722
Ladbroke Grove,2011,Exit Saturday,4748
Ladbroke Grove,2011,Exit Sunday,2609
Ladbroke Grove,2011,Annual Entry + Exit,5089394
Lambeth North,2011,Entry Weekday,5494
Lambeth North,2011,Entry Saturday,4551
Lambeth North,2011,Entry Sunday,3302
Lambeth North,2011,Exit Weekday,5034
Lambeth North,2011,Exit Saturday,4370
Lambeth North,2011,Exit Sunday,2973
Lambeth North,2011,Annual Entry + Exit,3497701
Lancaster Gate,2011,Entry Weekday,10308
Lancaster Gate,2011,Entry Saturday,8195
Lancaster Gate,2011,Entry Sunday,6493
Lancaster Gate,2011,Exit Weekday,9842
Lancaster Gate,2011,Exit Saturday,7853
Lancaster Gate,2011,Exit Sunday,6136
Lancaster Gate,2011,Annual Entry + Exit,6677557
Latimer Road,2011,Entry Weekday,2878
Latimer Road,2011,Entry Saturday,1607
Latimer Road,2011,Entry Sunday,956
Latimer Road,2011,Exit Weekday,2800
Latimer Road,2011,Exit Saturday,1450
Latimer Road,2011,Exit Sunday,861
Latimer Road,2011,Annual Entry + Exit,1702701
Leicester Square,2011,Entry Weekday,53002
Leicester Square,2011,Entry Saturday,67564
Leicester Square,2011,Entry Sunday,37470
Leicester Square,2011,Exit Weekday,54956
Leicester Square,2011,Exit Saturday,68479
Leicester Square,2011,Exit Sunday,36972
Leicester Square,2011,Annual Entry + Exit,38779688
Leyton,2011,Entry Weekday,20552
Leyton,2011,Entry Saturday,17779
Leyton,2011,Entry Sunday,12078
Leyton,2011,Exit Weekday,19477
Leyton,2011,Exit Saturday,16050
Leyton,2011,Exit Sunday,11701
Leyton,2011,Annual Entry + Exit,13289406
Leytonstone,2011,Entry Weekday,16496
Leytonstone,2011,Entry Saturday,12726
Leytonstone,2011,Entry Sunday,8520
Leytonstone,2011,Exit Weekday,15883
Leytonstone,2011,Exit Saturday,11624
Leytonstone,2011,Exit Sunday,8340
Leytonstone,2011,Annual Entry + Exit,10452827
Liverpool Street,2011,Entry Weekday,104252
Liverpool Street,2011,Entry Saturday,50855
Liverpool Street,2011,Entry Sunday,41623
Liverpool Street,2011,Exit Weekday,107346
Liverpool Street,2011,Exit Saturday,50869
Liverpool Street,2011,Exit Sunday,40095
Liverpool Street,2011,Annual Entry + Exit,63645304
London Bridge,2011,Entry Weekday,103067
London Bridge,2011,Entry Saturday,78259
London Bridge,2011,Entry Sunday,50067
London Bridge,2011,Exit Weekday,101013
London Bridge,2011,Exit Saturday,74978
London Bridge,2011,Exit Sunday,48979
London Bridge,2011,Annual Entry + Exit,65444278
Loughton,2011,Entry Weekday,4851
Loughton,2011,Entry Saturday,3125
Loughton,2011,Entry Sunday,1585
Loughton,2011,Exit Weekday,5000
Loughton,2011,Exit Saturday,3014
Loughton,2011,Exit Sunday,1603
Loughton,2011,Annual Entry + Exit,2999623
Maida Vale,2011,Entry Weekday,4961
Maida Vale,2011,Entry Saturday,3564
Maida Vale,2011,Entry Sunday,2373
Maida Vale,2011,Exit Weekday,4448
Maida Vale,2011,Exit Saturday,2988
Maida Vale,2011,Exit Sunday,2251
Maida Vale,2011,Annual Entry + Exit,2993997
Manor House,2011,Entry Weekday,14602
Manor House,2011,Entry Saturday,11643
Manor House,2011,Entry Sunday,8681
Manor House,2011,Exit Weekday,13471
Manor House,2011,Exit Saturday,9916
Manor House,2011,Exit Sunday,8107
Manor House,2011,Annual Entry + Exit,9214029
Mansion House,2011,Entry Weekday,13164
Mansion House,2011,Entry Saturday,4243
Mansion House,2011,Entry Sunday,2862
Mansion House,2011,Exit Weekday,13204
Mansion House,2011,Exit Saturday,3840
Mansion House,2011,Exit Sunday,2643
Mansion House,2011,Annual Entry + Exit,7416215
Marble Arch,2011,Entry Weekday,25632
Marble Arch,2011,Entry Saturday,25303
Marble Arch,2011,Entry Sunday,18234
Marble Arch,2011,Exit Weekday,23325
Marble Arch,2011,Exit Saturday,22376
Marble Arch,2011,Exit Sunday,15794
Marble Arch,2011,Annual Entry + Exit,16873081
Marylebone,2011,Entry Weekday,18528
Marylebone,2011,Entry Saturday,11320
Marylebone,2011,Entry Sunday,6492
Marylebone,2011,Exit Weekday,18849
Marylebone,2011,Exit Saturday,11315
Marylebone,2011,Exit Sunday,6519
Marylebone,2011,Annual Entry + Exit,11401050
Mile End,2011,Entry Weekday,22712
Mile End,2011,Entry Saturday,17821
Mile End,2011,Entry Sunday,11668
Mile End,2011,Exit Weekday,20564
Mile End,2011,Exit Saturday,15145
Mile End,2011,Exit Sunday,11243
Mile End,2011,Annual Entry + Exit,14014809
Mill Hill East,2011,Entry Weekday,1642
Mill Hill East,2011,Entry Saturday,984
Mill Hill East,2011,Entry Sunday,600
Mill Hill East,2011,Exit Weekday,1930
Mill Hill East,2011,Exit Saturday,1147
Mill Hill East,2011,Exit Sunday,684
Mill Hill East,2011,Annual Entry + Exit,1090284
Moor Park,2011,Entry Weekday,1481
Moor Park,2011,Entry Saturday,567
Moor Park,2011,Entry Sunday,317
Moor Park,2011,Exit Weekday,1395
Moor Park,2011,Exit Saturday,560
Moor Park,2011,Exit Sunday,331
Moor Park,2011,Annual Entry + Exit,824464
Moorgate,2011,Entry Weekday,39161
Moorgate,2011,Entry Saturday,5869
Moorgate,2011,Entry Sunday,3617
Moorgate,2011,Exit Weekday,40454
Moorgate,2011,Exit Saturday,6338
Moorgate,2011,Exit Sunday,4009
Moorgate,2011,Annual Entry + Exit,21227293
Morden,2011,Entry Weekday,11917
Morden,2011,Entry Saturday,7702
Morden,2011,Entry Sunday,5264
Morden,2011,Exit Weekday,11065
Morden,2011,Exit Saturday,7068
Morden,2011,Exit Sunday,5119
Morden,2011,Annual Entry + Exit,7195083
Mornington Crescent,2011,Entry Weekday,6714
Mornington Crescent,2011,Entry Saturday,3897
Mornington Crescent,2011,Entry Sunday,10568
Mornington Crescent,2011,Exit Weekday,5889
Mornington Crescent,2011,Exit Saturday,3222
Mornington Crescent,2011,Exit Sunday,2032
Mornington Crescent,2011,Annual Entry + Exit,4302147
Neasden,2011,Entry Weekday,4645
Neasden,2011,Entry Saturday,2612
Neasden,2011,Entry Sunday,1812
Neasden,2011,Exit Weekday,4159
Neasden,2011,Exit Saturday,2466
Neasden,2011,Exit Sunday,1747
Neasden,2011,Annual Entry + Exit,2701449
Newbury Park,2011,Entry Weekday,7100
Newbury Park,2011,Entry Saturday,4691
Newbury Park,2011,Entry Sunday,3154
Newbury Park,2011,Exit Weekday,5242
Newbury Park,2011,Exit Saturday,3980
Newbury Park,2011,Exit Sunday,2693
Newbury Park,2011,Annual Entry + Exit,3918391
North Acton,2011,Entry Weekday,7817
North Acton,2011,Entry Saturday,4421
North Acton,2011,Entry Sunday,3127
North Acton,2011,Exit Weekday,7388
North Acton,2011,Exit Saturday,4023
North Acton,2011,Exit Sunday,2902
North Acton,2011,Annual Entry + Exit,4641664
North Ealing,2011,Entry Weekday,1638
North Ealing,2011,Entry Saturday,959
North Ealing,2011,Entry Sunday,582
North Ealing,2011,Exit Weekday,1417
North Ealing,2011,Exit Saturday,891
North Ealing,2011,Exit Sunday,567
North Ealing,2011,Annual Entry + Exit,936906
North Greenwich,2011,Entry Weekday,23982
North Greenwich,2011,Entry Saturday,18661
North Greenwich,2011,Entry Sunday,12982
North Greenwich,2011,Exit Weekday,23714
North Greenwich,2011,Exit Saturday,19708
North Greenwich,2011,Exit Sunday,14790
North Greenwich,2011,Annual Entry + Exit,15700824
North Harrow,2011,Entry Weekday,2561
North Harrow,2011,Entry Saturday,1123
North Harrow,2011,Entry Sunday,602
North Harrow,2011,Exit Weekday,2347
North Harrow,2011,Exit Saturday,1021
North Harrow,2011,Exit Sunday,589
North Harrow,2011,Annual Entry + Exit,1423481
North Wembley,2011,Entry Weekday,2593
North Wembley,2011,Entry Saturday,1768
North Wembley,2011,Entry Sunday,1158
North Wembley,2011,Exit Weekday,2407
North Wembley,2011,Exit Saturday,1578
North Wembley,2011,Exit Sunday,1107
North Wembley,2011,Annual Entry + Exit,1572627
Northfields,2011,Entry Weekday,6220
Northfields,2011,Entry Saturday,3880
Northfields,2011,Entry Sunday,2668
Northfields,2011,Exit Weekday,5969
Northfields,2011,Exit Saturday,3561
Northfields,2011,Exit Sunday,2731
Northfields,2011,Annual Entry + Exit,3789290
Northolt,2011,Entry Weekday,6887
Northolt,2011,Entry Saturday,5032
Northolt,2011,Entry Sunday,3367
Northolt,2011,Exit Weekday,6540
Northolt,2011,Exit Saturday,4544
Northolt,2011,Exit Sunday,3142
Northolt,2011,Annual Entry + Exit,4279014
Northwick Park,2011,Entry Weekday,6237
Northwick Park,2011,Entry Saturday,2624
Northwick Park,2011,Entry Sunday,1687
Northwick Park,2011,Exit Weekday,6116
Northwick Park,2011,Exit Saturday,2295
Northwick Park,2011,Exit Sunday,1650
Northwick Park,2011,Annual Entry + Exit,3577980
Northwood,2011,Entry Weekday,3603
Northwood,2011,Entry Saturday,1700
Northwood,2011,Entry Sunday,994
Northwood,2011,Exit Weekday,3064
Northwood,2011,Exit Saturday,1531
Northwood,2011,Exit Sunday,987
Northwood,2011,Annual Entry + Exit,1971642
Northwood Hills,2011,Entry Weekday,2319
Northwood Hills,2011,Entry Saturday,1175
Northwood Hills,2011,Entry Sunday,681
Northwood Hills,2011,Exit Weekday,2042
Northwood Hills,2011,Exit Saturday,1026
Northwood Hills,2011,Exit Sunday,615
Northwood Hills,2011,Annual Entry + Exit,1294249
Notting Hill Gate,2011,Entry Weekday,24366
Notting Hill Gate,2011,Entry Saturday,28983
Notting Hill Gate,2011,Entry Sunday,14902
Notting Hill Gate,2011,Exit Weekday,24034
Notting Hill Gate,2011,Exit Saturday,33670
Notting Hill Gate,2011,Exit Sunday,16493
Notting Hill Gate,2011,Annual Entry + Exit,17355461
Oakwood,2011,Entry Weekday,4288
Oakwood,2011,Entry Saturday,3483
Oakwood,2011,Entry Sunday,2317
Oakwood,2011,Exit Weekday,4098
Oakwood,2011,Exit Saturday,3193
Oakwood,2011,Exit Sunday,2295
Oakwood,2011,Annual Entry + Exit,2740918
Old Street,2011,Entry Weekday,35386
Old Street,2011,Entry Saturday,17466
Old Street,2011,Entry Sunday,11183
Old Street,2011,Exit Weekday,34941
Old Street,2011,Exit Saturday,20052
Old Street,2011,Exit Sunday,10780
Old Street,2011,Annual Entry + Exit,21039484
Osterley,2011,Entry Weekday,3438
Osterley,2011,Entry Saturday,2524
Osterley,2011,Entry Sunday,1791
Osterley,2011,Exit Weekday,3283
Osterley,2011,Exit Saturday,2160
Osterley,2011,Exit Sunday,1630
Osterley,2011,Annual Entry + Exit,2145820
Oval,2011,Entry Weekday,9391
Oval,2011,Entry Saturday,7368
Oval,2011,Entry Sunday,4899
Oval,2011,Exit Weekday,8799
Oval,2011,Exit Saturday,5892
Oval,2011,Exit Sunday,4501
Oval,2011,Annual Entry + Exit,5846190
Oxford Circus,2011,Entry Weekday,116093
Oxford Circus,2011,Entry Saturday,86318
Oxford Circus,2011,Entry Sunday,51752
Oxford Circus,2011,Exit Weekday,125422
Oxford Circus,2011,Exit Saturday,100972
Oxford Circus,2011,Exit Sunday,54187
Oxford Circus,2011,Annual Entry + Exit,77092776
Paddington,2011,Entry Weekday,72384
Paddington,2011,Entry Saturday,49513
Paddington,2011,Entry Sunday,42096
Paddington,2011,Exit Weekday,72565
Paddington,2011,Exit Saturday,48754
Paddington,2011,Exit Sunday,37510
Paddington,2011,Annual Entry + Exit,46478735
Park Royal,2011,Entry Weekday,2508
Park Royal,2011,Entry Saturday,1621
Park Royal,2011,Entry Sunday,1009
Park Royal,2011,Exit Weekday,2595
Park Royal,2011,Exit Saturday,1707
Park Royal,2011,Exit Sunday,1006
Park Royal,2011,Annual Entry + Exit,1583000
Parsons Green,2011,Entry Weekday,10193
Parsons Green,2011,Entry Saturday,5898
Parsons Green,2011,Entry Sunday,3542
Parsons Green,2011,Exit Weekday,9459
Parsons Green,2011,Exit Saturday,5086
Parsons Green,2011,Exit Sunday,3267
Parsons Green,2011,Annual Entry + Exit,5944855
Perivale,2011,Entry Weekday,3431
Perivale,2011,Entry Saturday,2282
Perivale,2011,Entry Sunday,1450
Perivale,2011,Exit Weekday,3240
Perivale,2011,Exit Saturday,2055
Perivale,2011,Exit Sunday,1389
Perivale,2011,Annual Entry + Exit,2080788
Piccadilly Circus,2011,Entry Weekday,57401
Piccadilly Circus,2011,Entry Saturday,64038
Piccadilly Circus,2011,Entry Sunday,39622
Piccadilly Circus,2011,Exit Weekday,58128
Piccadilly Circus,2011,Exit Saturday,67382
Piccadilly Circus,2011,Exit Sunday,37003
Piccadilly Circus,2011,Annual Entry + Exit,40583552
Pimlico,2011,Entry Weekday,14635
Pimlico,2011,Entry Saturday,8465
Pimlico,2011,Entry Sunday,6267
Pimlico,2011,Exit Weekday,13805
Pimlico,2011,Exit Saturday,7973
Pimlico,2011,Exit Sunday,6249
Pimlico,2011,Annual Entry + Exit,8788540
Pinner,2011,Entry Weekday,3998
Pinner,2011,Entry Saturday,1975
Pinner,2011,Entry Sunday,1015
Pinner,2011,Exit Weekday,3857
Pinner,2011,Exit Saturday,1819
Pinner,2011,Exit Sunday,1001
Pinner,2011,Annual Entry + Exit,2303547
Plaistow,2011,Entry Weekday,10177
Plaistow,2011,Entry Saturday,7245
Plaistow,2011,Entry Sunday,4642
Plaistow,2011,Exit Weekday,9855
Plaistow,2011,Exit Saturday,6606
Plaistow,2011,Exit Sunday,4743
Plaistow,2011,Annual Entry + Exit,6342063
Preston Road,2011,Entry Weekday,5021
Preston Road,2011,Entry Saturday,2887
Preston Road,2011,Entry Sunday,1858
Preston Road,2011,Exit Weekday,4717
Preston Road,2011,Exit Saturday,2589
Preston Road,2011,Exit Sunday,1736
Preston Road,2011,Annual Entry + Exit,2960512
Putney Bridge,2011,Entry Weekday,8063
Putney Bridge,2011,Entry Saturday,5598
Putney Bridge,2011,Entry Sunday,4161
Putney Bridge,2011,Exit Weekday,8669
Putney Bridge,2011,Exit Saturday,5673
Putney Bridge,2011,Exit Sunday,4525
Putney Bridge,2011,Annual Entry + Exit,5331762
Queen's Park,2011,Entry Weekday,9283
Queen's Park,2011,Entry Saturday,6206
Queen's Park,2011,Entry Sunday,4161
Queen's Park,2011,Exit Weekday,8381
Queen's Park,2011,Exit Saturday,5065
Queen's Park,2011,Exit Sunday,3878
Queen's Park,2011,Annual Entry + Exit,5529385
Queensbury,2011,Entry Weekday,5245
Queensbury,2011,Entry Saturday,2758
Queensbury,2011,Entry Sunday,1981
Queensbury,2011,Exit Weekday,5291
Queensbury,2011,Exit Saturday,2678
Queensbury,2011,Exit Sunday,1873
Queensbury,2011,Annual Entry + Exit,3175666
Queensway,2011,Entry Weekday,12979
Queensway,2011,Entry Saturday,11882
Queensway,2011,Entry Sunday,9198
Queensway,2011,Exit Weekday,12953
Queensway,2011,Exit Saturday,11821
Queensway,2011,Exit Sunday,8866
Queensway,2011,Annual Entry + Exit,8859128
Ravenscourt Park,2011,Entry Weekday,4477
Ravenscourt Park,2011,Entry Saturday,2393
Ravenscourt Park,2011,Entry Sunday,1658
Ravenscourt Park,2011,Exit Weekday,4264
Ravenscourt Park,2011,Exit Saturday,2221
Ravenscourt Park,2011,Exit Sunday,1672
Ravenscourt Park,2011,Annual Entry + Exit,2647871
Rayners Lane,2011,Entry Weekday,6629
Rayners Lane,2011,Entry Saturday,3811
Rayners Lane,2011,Entry Sunday,2497
Rayners Lane,2011,Exit Weekday,6421
Rayners Lane,2011,Exit Saturday,3621
Rayners Lane,2011,Exit Sunday,2446
Rayners Lane,2011,Annual Entry + Exit,3979751
Redbridge,2011,Entry Weekday,4286
Redbridge,2011,Entry Saturday,3227
Redbridge,2011,Entry Sunday,2234
Redbridge,2011,Exit Weekday,3868
Redbridge,2011,Exit Saturday,2866
Redbridge,2011,Exit Sunday,2059
Redbridge,2011,Annual Entry + Exit,2633085
Regent's Park,2011,Entry Weekday,5625
Regent's Park,2011,Entry Saturday,3553
Regent's Park,2011,Entry Sunday,2402
Regent's Park,2011,Exit Weekday,6418
Regent's Park,2011,Exit Saturday,4433
Regent's Park,2011,Exit Sunday,2946
Regent's Park,2011,Annual Entry + Exit,3777683
Richmond,2011,Entry Weekday,11184
Richmond,2011,Entry Saturday,10436
Richmond,2011,Entry Sunday,5428
Richmond,2011,Exit Weekday,11586
Richmond,2011,Exit Saturday,9995
Richmond,2011,Exit Sunday,5600
Richmond,2011,Annual Entry + Exit,7473874
Rickmansworth,2011,Entry Weekday,3871
Rickmansworth,2011,Entry Saturday,1478
Rickmansworth,2011,Entry Sunday,776
Rickmansworth,2011,Exit Weekday,3216
Rickmansworth,2011,Exit Saturday,1389
Rickmansworth,2011,Exit Sunday,697
Rickmansworth,2011,Annual Entry + Exit,2029002
Roding Valley,2011,Entry Weekday,439
Roding Valley,2011,Entry Saturday,173
Roding Valley,2011,Entry Sunday,87
Roding Valley,2011,Exit Weekday,326
Roding Valley,2011,Exit Saturday,149
Roding Valley,2011,Exit Sunday,83
Roding Valley,2011,Annual Entry + Exit,220319
Royal Oak,2011,Entry Weekday,3541
Royal Oak,2011,Entry Saturday,1532
Royal Oak,2011,Entry Sunday,1142
Royal Oak,2011,Exit Weekday,3415
Royal Oak,2011,Exit Saturday,1441
Royal Oak,2011,Exit Sunday,1084
Royal Oak,2011,Annual Entry + Exit,2045798
Ruislip,2011,Entry Weekday,2527
Ruislip,2011,Entry Saturday,1643
Ruislip,2011,Entry Sunday,912
Ruislip,2011,Exit Weekday,2587
Ruislip,2011,Exit Saturday,1657
Ruislip,2011,Exit Sunday,912
Ruislip,2011,Annual Entry + Exit,1573058
Ruislip Gardens,2011,Entry Weekday,1746
Ruislip Gardens,2011,Entry Saturday,1161
Ruislip Gardens,2011,Entry Sunday,659
Ruislip Gardens,2011,Exit Weekday,1481
Ruislip Gardens,2011,Exit Saturday,953
Ruislip Gardens,2011,Exit Sunday,628
Ruislip Gardens,2011,Annual Entry + Exit,1002292
Ruislip Manor,2011,Entry Weekday,2786
Ruislip Manor,2011,Entry Saturday,1383
Ruislip Manor,2011,Entry Sunday,712
Ruislip Manor,2011,Exit Weekday,2660
Ruislip Manor,2011,Exit Saturday,1287
Ruislip Manor,2011,Exit Sunday,696
Ruislip Manor,2011,Annual Entry + Exit,1599750
Russell Square,2011,Entry Weekday,22464
Russell Square,2011,Entry Saturday,17519
Russell Square,2011,Entry Sunday,13128
Russell Square,2011,Exit Weekday,22583
Russell Square,2011,Exit Saturday,17577
Russell Square,2011,Exit Sunday,12405
Russell Square,2011,Annual Entry + Exit,14728330
Seven Sisters,2011,Entry Weekday,20618
Seven Sisters,2011,Entry Saturday,14734
Seven Sisters,2011,Entry Sunday,10620
Seven Sisters,2011,Exit Weekday,18468
Seven Sisters,2011,Exit Saturday,12819
Seven Sisters,2011,Exit Sunday,9823
Seven Sisters,2011,Annual Entry + Exit,12527651
Shepherd's Bush (Cen),2011,Entry Weekday,33237
Shepherd's Bush (Cen),2011,Entry Saturday,31472
Shepherd's Bush (Cen),2011,Entry Sunday,20489
Shepherd's Bush (Cen),2011,Exit Weekday,30259
Shepherd's Bush (Cen),2011,Exit Saturday,29381
Shepherd's Bush (Cen),2011,Exit Sunday,19607
Shepherd's Bush (Cen),2011,Annual Entry + Exit,21594508
Shepherd's Bush (H&C),2011,Entry Weekday,4943
Shepherd's Bush (H&C),2011,Entry Saturday,3387
Shepherd's Bush (H&C),2011,Entry Sunday,2091
Shepherd's Bush (H&C),2011,Exit Weekday,4669
Shepherd's Bush (H&C),2011,Exit Saturday,2885
Shepherd's Bush (H&C),2011,Exit Sunday,2005
Shepherd's Bush (H&C),2011,Annual Entry + Exit,2999644
Sloane Square,2011,Entry Weekday,24156
Sloane Square,2011,Entry Saturday,16393
Sloane Square,2011,Entry Sunday,9668
Sloane Square,2011,Exit Weekday,23811
Sloane Square,2011,Exit Saturday,16077
Sloane Square,2011,Exit Sunday,9249
